date,bank_description,amount,type,category,subcategory,spend_type
2026-01-07,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-01-07,UPI-726167513613-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,360.00,debit,Essentials,Medical,Medicines
2026-01-07,UPI-191284529841-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,300.00,debit,Lifestyle,Personal,Grooming
2026-01-07,UPI-247082276544-ZOMATO-zomato.order@hdfcbank-ORDER 56068831,300.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-01-08,UPI-212233079244-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,702.00,debit,Essentials,Bills,Electricity
2026-01-09,UPI-276842684656-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-01-09,UPI-620168493407-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,150.00,debit,Essentials,Transport,Train
2026-01-10,UPI-291703423667-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-01-10,UPI-008838737167-ZEPTO-zepto.marketplace@axisb-ORDER Z48347824,740.00,debit,Essentials,Groceries,Staples
2026-01-11,IB BILLPAY DR-GSTN PAYMENT-GSTIN 36ABCPK1234F1Z5-Q3 FY25-26,9400.00,debit,Essentials,Tax,GST
2026-01-11,UPI-055613044516-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,180.00,debit,Essentials,Groceries,Vegetables
2026-01-13,UPI-010928159013-SWIGGY-swiggy@icici-ORDER 17603137,390.00,debit,Lifestyle,Food & Drinks,Take Away
2026-01-13,UPI-589481131144-RAPIDO BIKE TAXI-rapido@ybl-RIDE,50.00,debit,Essentials,Transport,Rapido
2026-01-13,UPI-843353265020-DTDC COURIER KONDAPUR-dtdc.kondapur@paytm-CLIENT DISPATCH,290.00,debit,Goals,Business,Logistics
2026-01-13,UPI-044319829657-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,150.00,debit,Essentials,Transport,Train
2026-01-15,UPI-986828288072-RAPIDO BIKE TAXI-rapido@ybl-RIDE,140.00,debit,Essentials,Transport,Rapido
2026-01-15,UPI-056174833801-ZEPTO-zepto.marketplace@axisb-ORDER Z04558530,560.00,debit,Essentials,Groceries,Staples
2026-01-16,UPI-602077642656-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,170.00,debit,Essentials,Groceries,Eggs
2026-01-16,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,600.00,debit,Lifestyle,Home,Toiletries
2026-01-17,UPI-983478878384-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,110.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-01-17,UPI-656355150587-RAPIDO BIKE TAXI-rapido@ybl-RIDE,120.00,debit,Essentials,Transport,Rapido
2026-01-18,NEFT CR-HDFC0001177-NEXGEN DIGITAL LLP-INV FQ2026-390996-N628194821993,28000.00,credit,,,
2026-01-19,UPI-156404104234-SRI SAI SNACKS-9885443322@ybl-SAMOSA CHAT,110.00,debit,Lifestyle,Food & Drinks,Snacks
2026-01-20,ACH D-NIVA BUPA HEALTH-POL NB2026009988-QTRLY PREMIUM,5500.00,debit,Essentials,Insurance,Health
2026-01-20,UPI-336338750047-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,200.00,debit,Essentials,Transport,Train
2026-01-20,UPI-575513137353-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,250.00,debit,Essentials,Groceries,Fruits
2026-01-20,UPI-075116372651-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,250.00,debit,Essentials,Transport,Train
2026-01-20,UPI-208682889093-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,40.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-01-20,UPI-319254499207-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,60.00,debit,Essentials,Transport,Auto
2026-01-21,ACH D-INDIAN CLEARING CORP-PARAG PARIKH FLEXI CAP-IN685995289078,5000.00,debit,Goals,Investment,Emergency Fund
2026-01-21,UPI-459571177774-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,40.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-01-21,UPI-463478612213-RAPIDO BIKE TAXI-rapido@ybl-RIDE,130.00,debit,Essentials,Transport,Rapido
2026-01-22,UPI-417047187463-ZOMATO-zomato.order@hdfcbank-ORDER 13748477,510.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-01-23,IB BILLPAY DR-NPS TIER1 CRA-PRAN XXXX9012,5000.00,debit,Goals,Investment,NPS
2026-01-24,UPI-841485253888-ZEPTO-zepto.marketplace@axisb-ORDER Z54728038,610.00,debit,Essentials,Groceries,Staples
2026-01-24,UPI-528820018263-SWIGGY-swiggy@icici-ORDER 12220297,460.00,debit,Lifestyle,Food & Drinks,Take Away
2026-01-24,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,500.00,debit,Essentials,Transport,Fuel
2026-01-24,UPI-741433377617-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,150.00,debit,Essentials,Groceries,Vegetables
2026-01-26,UPI-222791805888-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,210.00,debit,Essentials,Groceries,Vegetables
2026-01-27,NEFT CR-UTIB0003355-VERTEX MEDIA-INV FQ2026-518190-N797543231948,22000.00,credit,,,
2026-01-27,UPI-646288975140-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,80.00,debit,Essentials,Transport,Auto
2026-02-01,IMPS-P2A-067970168773-MRS PADMAVATHI DEVI-XXXXXX9911-FLAT RENT,18000.00,debit,Essentials,Bills,Rent
2026-02-01,IMPS-P2A-904248611148-KAVYA REDDY-XXXXXX2233-ASSISTANT STIPEND,8000.00,debit,Goals,Business,Salary
2026-02-02,UPI-132281718002-91SPRINGBOARD HITEC-91springboard.hyd@icici-COWORKING SEAT,6000.00,debit,Goals,Business,Rent
2026-02-02,UPI-267511253287-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,70.00,debit,Essentials,Groceries,Vegetables
2026-02-03,UPI-031776467272-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,200.00,debit,Lifestyle,Personal,Grooming
2026-02-03,UPI-873200080623-SWIGGY-swiggy@icici-ORDER 24640085,250.00,debit,Lifestyle,Food & Drinks,Take Away
2026-02-04,UPI-233080516978-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-05,POS 453210XXXXXX1122 ADOBE CREATIVE CLOUD,1675.00,debit,Lifestyle,Subscription,Software
2026-02-05,POS 453210XXXXXX1122 AMB CINEMAS GACHIBOWLI,450.00,debit,Lifestyle,Entertainment,Movies
2026-02-05,UPI-000201019538-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,40.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-06,ACH D-BAJAJ FINSERV-LAPTOP LOAN L2XN887766-EMI,4499.00,debit,Essentials,EMI,Electronics
2026-02-07,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-02-07,UPI-699192200119-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,50.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-08,UPI-653705656304-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,1078.00,debit,Essentials,Bills,Electricity
2026-02-08,UPI-369492359722-ZEPTO-zepto.marketplace@axisb-ORDER Z90000954,400.00,debit,Essentials,Groceries,Staples
2026-02-08,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,340.00,debit,Lifestyle,Home,Toiletries
2026-02-09,NEFT CR-ICIC0002244-PIXELWORKS STUDIO-INV FQ2026-375762-N815354930666,25000.00,credit,,,
2026-02-09,UPI-388317010737-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,170.00,debit,Essentials,Groceries,Vegetables
2026-02-09,UPI-259472487394-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,300.00,debit,Essentials,Transport,Train
2026-02-10,UPI-390084745378-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-02-10,UPI-830640037614-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-02-10,UPI-310399315827-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,250.00,debit,Essentials,Groceries,Vegetables
2026-02-10,UPI-936657872009-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,250.00,debit,Essentials,Transport,Train
2026-02-10,UPI-314301540486-ZEPTO-zepto.marketplace@axisb-ORDER Z14078066,830.00,debit,Essentials,Groceries,Staples
2026-02-11,UPI-575918362361-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,100.00,debit,Essentials,Transport,Train
2026-02-11,UPI-805788914865-ZOMATO-zomato.order@hdfcbank-ORDER 50326245,300.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-02-11,UPI-936877800639-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,430.00,debit,Essentials,Medical,Medicines
2026-02-12,UPI-443732332493-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,500.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-02-12,UPI-925517329048-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-13,POS 453210XXXXXX1122 AMAZON IN SSD 1TB,6500.00,debit,Lifestyle,Shopping,Electronics
2026-02-13,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,300.00,debit,Lifestyle,Home,Toiletries
2026-02-14,UPI-604956605366-ZOMATO-zomato.order@hdfcbank-ORDER 16828126,280.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-02-14,UPI-261169572200-LOOKS SALON-9848112299@okaxis-HAIRCUT BEARD,400.00,debit,Lifestyle,Personal,Grooming
2026-02-15,UPI-788002158108-SWIGGY-swiggy@icici-ORDER 97276112,480.00,debit,Lifestyle,Food & Drinks,Take Away
2026-02-17,UPI-443180243325-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,90.00,debit,Essentials,Transport,Auto
2026-02-18,UPI-723267938144-ZOMATO-zomato.order@hdfcbank-ORDER 52611491,300.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-02-20,UPI-792376092603-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,60.00,debit,Essentials,Groceries,Vegetables
2026-02-20,UPI-554590454409-RAPIDO BIKE TAXI-rapido@ybl-RIDE,150.00,debit,Essentials,Transport,Rapido
2026-02-20,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,350.00,debit,Lifestyle,Home,Toiletries
2026-02-21,UPI-813734337344-OHRIS JIVA-ohris.jubilee@okhdfcbank-CLIENT MEETING DINNER,900.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-02-24,NEFT CR-SBIN0004466-TULIP EVENTS-INV FQ2026-836450-N831436676402,20000.00,credit,,,
2026-02-24,UPI-655721014156-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,40.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-24,UPI-706360607104-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,60.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-24,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,400.00,debit,Essentials,Transport,Fuel
2026-02-24,UPI-305652941307-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,230.00,debit,Essentials,Groceries,Vegetables
2026-02-25,UPI-365461073587-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,420.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-02-25,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,350.00,debit,Essentials,Transport,Fuel
2026-02-25,UPI-019953055203-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,160.00,debit,Essentials,Groceries,Eggs
2026-02-25,UPI-109832638986-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,250.00,debit,Essentials,Groceries,Vegetables
2026-02-25,UPI-613331001471-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,190.00,debit,Essentials,Medical,Medicines
2026-02-25,UPI-345564054405-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,160.00,debit,Essentials,Groceries,Vegetables
2026-02-26,UPI-211673420750-ZEPTO-zepto.marketplace@axisb-ORDER Z61995822,780.00,debit,Essentials,Groceries,Staples
2026-02-26,UPI-201913274231-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,80.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-02-28,UPI-396937293068-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,150.00,debit,Essentials,Transport,Train
2026-02-28,UPI-950032496685-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-01,IMPS-P2A-905958278527-MRS PADMAVATHI DEVI-XXXXXX9911-FLAT RENT,18000.00,debit,Essentials,Bills,Rent
2026-03-01,UPI-009164492790-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-03-02,UPI-749325738344-91SPRINGBOARD HITEC-91springboard.hyd@icici-COWORKING SEAT,6000.00,debit,Goals,Business,Rent
2026-03-02,UPI-967106992768-ZEPTO-zepto.marketplace@axisb-ORDER Z50699079,460.00,debit,Essentials,Groceries,Staples
2026-03-02,UPI-995902949636-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,90.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-03,IMPS-P2A-922359852353-KAVYA REDDY-XXXXXX2233-ASSISTANT STIPEND,8000.00,debit,Goals,Business,Salary
2026-03-03,UPI-665941346836-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,200.00,debit,Essentials,Groceries,Vegetables
2026-03-04,NEFT CR-HDFC0001177-NEXGEN DIGITAL LLP-INV FQ2026-987490-N708931942608,40000.00,credit,,,
2026-03-04,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-03-05,UPI-137832567482-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,250.00,debit,Essentials,Groceries,Fruits
2026-03-05,UPI-910686890641-RAPIDO BIKE TAXI-rapido@ybl-RIDE,50.00,debit,Essentials,Transport,Rapido
2026-03-05,UPI-715771280387-SWIGGY-swiggy@icici-ORDER 46632049,460.00,debit,Lifestyle,Food & Drinks,Take Away
2026-03-06,ACH D-BAJAJ FINSERV-LAPTOP LOAN L2XN887766-EMI,4499.00,debit,Essentials,EMI,Electronics
2026-03-06,POS 453210XXXXXX1122 ADOBE CREATIVE CLOUD,1675.00,debit,Lifestyle,Subscription,Software
2026-03-07,UPI-238519783780-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,220.00,debit,Essentials,Groceries,Eggs
2026-03-07,UPI-807727372890-ZOMATO-zomato.order@hdfcbank-ORDER 81718146,270.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-03-08,UPI-496036996393-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,1047.00,debit,Essentials,Bills,Electricity
2026-03-09,UPI-136224464311-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-03-09,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,520.00,debit,Lifestyle,Home,Toiletries
2026-03-09,UPI-615762732073-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-09,UPI-356433164620-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-10,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,400.00,debit,Essentials,Transport,Fuel
2026-03-11,UPI-367006638470-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-03-11,UPI-187720362515-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-03-12,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,500.00,debit,Essentials,Transport,Fuel
2026-03-12,UPI-682307515712-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,500.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-03-12,UPI-489010397993-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,200.00,debit,Essentials,Transport,Train
2026-03-14,UPI-590031449192-ZOMATO-zomato.order@hdfcbank-ORDER 91524601,490.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-03-15,IB BILLPAY DR-INCOME TAX-ADVANCE TAX AY2026-27-CIN709682506710,12000.00,debit,Essentials,Tax,Income Tax
2026-03-15,UPI-974756612500-DTDC COURIER KONDAPUR-dtdc.kondapur@paytm-CLIENT DISPATCH,270.00,debit,Goals,Business,Logistics
2026-03-15,UPI-212061052484-RAPIDO BIKE TAXI-rapido@ybl-RIDE,90.00,debit,Essentials,Transport,Rapido
2026-03-15,UPI-992405326100-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,70.00,debit,Essentials,Groceries,Vegetables
2026-03-15,UPI-253320450800-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,70.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-16,NEFT CR-ICIC0002244-PIXELWORKS STUDIO-INV FQ2026-340057-N849243372117,30000.00,credit,,,
2026-03-16,UPI-320600113127-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,60.00,debit,Essentials,Groceries,Vegetables
2026-03-17,UPI-765848537153-SWIGGY-swiggy@icici-ORDER 83465648,300.00,debit,Lifestyle,Food & Drinks,Take Away
2026-03-19,UPI-372052148774-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-19,UPI-772215267674-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,80.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-19,UPI-848578933331-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,140.00,debit,Essentials,Groceries,Eggs
2026-03-20,UPI-374054462904-RAPIDO BIKE TAXI-rapido@ybl-RIDE,70.00,debit,Essentials,Transport,Rapido
2026-03-21,ACH D-INDIAN CLEARING CORP-PARAG PARIKH FLEXI CAP-IN176541636246,5000.00,debit,Goals,Investment,Emergency Fund
2026-03-21,UPI-606349222832-ZEPTO-zepto.marketplace@axisb-ORDER Z07858270,520.00,debit,Essentials,Groceries,Staples
2026-03-22,POS 453210XXXXXX1122 GODADDY DOMAIN HOSTING,3499.00,debit,Goals,Business,Software
2026-03-23,IB BILLPAY DR-NPS TIER1 CRA-PRAN XXXX9012,5000.00,debit,Goals,Investment,NPS
2026-03-23,UPI-701250349971-AUTO STAND GACHIBOWLI-9963887744@paytm-AUTO FARE,130.00,debit,Essentials,Transport,Auto
2026-03-24,UPI-732681950446-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,90.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-25,UPI-752368299184-FRESH EGGS MART-freshmart.gachibowli@okicici-EGGS BREAD,150.00,debit,Essentials,Groceries,Eggs
2026-03-25,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,300.00,debit,Essentials,Transport,Fuel
2026-03-27,UPI-790889692913-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,70.00,debit,Essentials,Groceries,Vegetables
2026-03-27,UPI-537152530278-ZEPTO-zepto.marketplace@axisb-ORDER Z31952716,490.00,debit,Essentials,Groceries,Staples
2026-03-28,UPI-346462704534-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,80.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-03-28,POS 453210XXXXXX1122 HP PETROL BIKE FUEL,500.00,debit,Essentials,Transport,Fuel
2026-03-28,UPI-906734906781-ZEPTO-zepto.marketplace@axisb-ORDER Z87581887,740.00,debit,Essentials,Groceries,Staples
2026-03-28,UPI-771961145931-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,620.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-03-29,NEFT CR-KKBK0005588-BRANDCRAFT AGENCY-INV FQ2026-815516-N446882637289,25000.00,credit,,,
2026-04-01,IMPS-P2A-911974232939-MRS PADMAVATHI DEVI-XXXXXX9911-FLAT RENT,18000.00,debit,Essentials,Bills,Rent
2026-04-01,IMPS-P2A-067243295025-KAVYA REDDY-XXXXXX2233-ASSISTANT STIPEND,8000.00,debit,Goals,Business,Salary
2026-04-02,UPI-430186085547-91SPRINGBOARD HITEC-91springboard.hyd@icici-COWORKING SEAT,6000.00,debit,Goals,Business,Rent
2026-04-02,UPI-865170226407-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,240.00,debit,Essentials,Groceries,Vegetables
2026-04-03,UPI-342645672420-RAPIDO BIKE TAXI-rapido@ybl-RIDE,100.00,debit,Essentials,Transport,Rapido
2026-04-03,UPI-385051494312-ZEPTO-zepto.marketplace@axisb-ORDER Z00771594,870.00,debit,Essentials,Groceries,Staples
2026-04-04,POS 453210XXXXXX1122 ADOBE CREATIVE CLOUD,1675.00,debit,Lifestyle,Subscription,Software
2026-04-04,UPI-586561165836-CAFE NILOUFER-niloufer.lakdikapul@okaxis-LUNCH,420.00,debit,Lifestyle,Food & Drinks,Eating Out
2026-04-05,UPI-123531185843-ZOMATO-zomato.order@hdfcbank-ORDER 18184609,240.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-06,ACH D-BAJAJ FINSERV-LAPTOP LOAN L2XN887766-EMI,4499.00,debit,Essentials,EMI,Electronics
2026-04-06,POS 453210XXXXXX1122 FIGMA PROFESSIONAL,1299.00,debit,Lifestyle,Subscription,Software
2026-04-06,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,400.00,debit,Lifestyle,Home,Toiletries
2026-04-06,UPI-939784695014-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,100.00,debit,Essentials,Transport,Train
2026-04-07,UPI-448001340997-TSSPDCL-billpay.tsspdcl@icici-USN 998877665544,2135.00,debit,Essentials,Bills,Electricity
2026-04-07,POS 453210XXXXXX1122 AMB CINEMAS GACHIBOWLI,400.00,debit,Lifestyle,Entertainment,Movies
2026-04-07,UPI-556134227733-ZOMATO-zomato.order@hdfcbank-ORDER 08428238,220.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-07,POS 453210XXXXXX1122 RATNADEEP SUPER MARKET,560.00,debit,Lifestyle,Home,Toiletries
2026-04-08,UPI-184799363857-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,110.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-09,UPI-620669980605-ZOMATO-zomato.order@hdfcbank-ORDER 11162893,320.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-09,UPI-817426106891-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,250.00,debit,Essentials,Transport,Train
2026-04-09,UPI-431471257795-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,150.00,debit,Essentials,Groceries,Vegetables
2026-04-10,UPI-670312256204-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,220.00,debit,Essentials,Groceries,Fruits
2026-04-11,UPI-811535690417-JIO PREPAID-9012345678@jio-RECHARGE 9012345678,479.00,debit,Essentials,Bills,Phone
2026-04-11,IB BILLPAY DR-GSTN PAYMENT-GSTIN 36ABCPK1234F1Z5-Q4 FY25-26,8200.00,debit,Essentials,Tax,GST
2026-04-11,UPI-744340028195-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,100.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-12,UPI-808820313922-AIRTEL XSTREAM FIBER-airtelbroadband@payu-ACCT 20087654,1199.00,debit,Essentials,Bills,Internet
2026-04-12,UPI-868923676799-KUMARI VEGETABLES-9848765432@ybl-VEGETABLES,160.00,debit,Essentials,Groceries,Vegetables
2026-04-12,UPI-828773255366-SWIGGY-swiggy@icici-ORDER 36040523,400.00,debit,Lifestyle,Food & Drinks,Take Away
2026-04-12,UPI-535285430019-L&T METRO RAIL-ltmetro.recharge@icici-SMART CARD TOPUP,250.00,debit,Essentials,Transport,Train
2026-04-13,UPI-418063041452-ZEPTO-zepto.marketplace@axisb-ORDER Z70009494,470.00,debit,Essentials,Groceries,Staples
2026-04-14,UPI-284838362099-MEDPLUS PHARMACY-medplus.madhapur@icici-MEDICINES,180.00,debit,Essentials,Medical,Medicines
2026-04-15,UPI-229763140573-ZOMATO-zomato.order@hdfcbank-ORDER 25422993,230.00,debit,Lifestyle,Food & Drinks,Fast Food
2026-04-16,UPI-740353388696-NIMRAH IRANI CAFE-nimrah.cafe@ybl-CHAI OSMANIA,30.00,debit,Lifestyle,Food & Drinks,Tea & Coffee
2026-04-16,UPI-894882936912-SRI BALAJI FRUITS-9700554433@paytm-FRUITS,150.00,debit,Essentials,Groceries,Fruits
